refugees	refugee	nn2
truck	truck	nn1
green	green	jj|nn1
along	along	rp
gift	gift	nn1
Dec.	-	npm1
Professor	professor	nnb
Network	network	nn1
respective	respective	jj
p.m.	pm	ra
revealed	reveal	vvn
Winnipeg	winnipeg	np1
forum	forum	nn1
targets	target	nn2
asked	ask	vvn
fields	field	nn2
seasons	season	nnt2
fairly	fairly	rr
moved	move	vvd
beer	beer	nn1
shape	shape	nn1
constantly	constantly	rr
strange	strange	jj
blue	blue	jj
developers	developer	nn2
courts	court	nn2
Sir	sir	nnb
chose	choose	vvd
edition	edition	nn1
growing	grow	vvg
dark	dark	jj|nn1
extreme	extreme	jj
stress	stress	nn1
require	require	vvi
exposure	exposure	nn1
trust	trust	nn1
protest	protest	nn1
letters	letter	nn2
Patrick	patrick	np1
birthday	birthday	nn1
port	port	nn1
sectors	sector	nn2
tribute	tribute	nn1
Islam	islam	nn1
Unfortunately	unfortunately	rr
indulge	indulge	vvi
danger	danger	nn1
only	only	jj|rr
and/or	and/or	cc
expert	expert	nn1
educational	educational	jj
equal	equal	jj
Family	family	nn1
affect	affect	vvi
lot	lot	rr22|nn1
for	for	if|cs
by	by	ii|rp
bid	bid	nn1
Jonathan	jonathan	np1
Since	since	ii
Old	old	jj
keen	keen	jj
removed	remove	vvn
left	leave	vvd|vvn
achieved	achieve	vvn
walk	walk	vvi
along	along	ii|rp
died	die	vvd|vvn
contains	contain	vvz
CBC	cbc	np1
Florida	florida	np1
sending	send	vvg
3D	3d	m
plans	plan	vvz|nn2
powers	power	nn2
county	county	nn1
guests	guest	nn2
authors	author	nn2
so-called	so-called	jj
aspects	aspect	nn2
encourage	encourage	vvi
on	on	rp|ii21
fraud	fraud	nn1
thought	think	vvn
care	care	vvi
museum	museum	nn1
driven	drive	vvn
Southern	southern	jj
honest	honest	jj
beach	beach	nn1
Award	award	nn1
finds	find	vvz
garden	garden	nn1
Day	day	nnt1
a	a	rr21|at1
association	association	nn1
brothers	brother	nn2
flow	flow	nn1
files	file	nn2
bright	bright	jj
desire	desire	nn1
chair	chair	nn1
agents	agent	nn2
kid	kid	nn1
outside	outside	ii21
will	will	nn1
respectively	respectively	rr
less	less	rrr|dar
got	get	vvn|vvd
about	about	rpk
IST	ist	fw
a	a	rr21|at1
called	call	vvd
offer	offer	vv0
launch	launch	vvi
recognition	recognition	nn1
sure	sure	jj|rr
turning	turn	vvg
cheap	cheap	jj
residential	residential	jj
close	close	vvi
served	serve	vvn
established	establish	vvn
Former	former	da
analysts	analyst	nn2
bag	bag	nn1
fighting	fight	vvg
Jesus	jesus	np1
basically	basically	rr
protesters	protester	nn2
atmosphere	atmosphere	nn1
opened	open	vvd
Beijing	beijing	np1
waves	wave	nn2
rooms	room	nn2
shows	show	nn2
Kelly	kelly	np1
activists	activist	nn2
back	back	nn1|jj
Digital	digital	jj
suggest	suggest	vv0
red	red	jj
balls	ball	nn2
more	more	rrr|rgr
beginning	begin	vvg
longer	long	jjr
clothing	clothing	nn1
CNN	cnn	np1
One	one	pn1|mc1
Moscow	moscow	np1
pop	pop	nn1
objects	object	nn2
centuries	century	nnt2
broken	break	vvn
tourist	tourist	nn1
bonds	bond	nn2
NFL	nfl	np1
journal	journal	nn1
help	help	nn1|vv0
read	read	vvd|vv0|vvn
reliable	reliable	jj
outlets	outlet	nn2
Manager	manager	nn1
ride	ride	nn1
photographer	photographer	nn1
realize	realize	vvi
drink	drink	nn1
sit	sit	vv0
homeless	homeless	jj
recalls	recall	vvz
globe	globe	nn1
Christopher	christopher	np1
no	no	at|uh
figure	figure	vvi
king	king	nn1
Michigan	michigan	np1
theft	theft	nn1
acceptable	acceptable	jj
setting	setting	nn1
grow	grow	vv0
black	black	jj|nn1
fame	fame	nn1
globally	globally	rr
innocent	innocent	jj
given	give	vvn|jj
neighbours	neighbor	nn2
prisoners	prisoner	nn2
frame	frame	nn1
killer	killer	nn1
led	lead	vvd|vvn
cable	cable	nn1
picked	pick	vvn
Jan	jan	npm1
lovely	lovely	jj
arguments	argument	nn2
Bill	bill	np1|nn1
philosophy	philosophy	nn1
error	error	nn1
suffered	suffer	vvn
Yeah	yeah	uh
Howard	howard	np1
phenomenon	phenomenon	nn1
alone	alone	rr
suspension	suspension	nn1
making	make	vvg|nn1
ratings	rating	nn2
Grand	grand	jj
tall	tall	jj
Roy	roy	np1
struggling	struggle	vvg|jj
longer	long	rrr|jjr
play	play	nn1|vv0
Manitoba	manitoba	np1
fiction	fiction	nn1
locals	local	nn2
hearing	hear	vvg
infection	infection	nn1
Six	six	mc
receiving	receive	vvg|jj
diesel	diesel	nn1
Craig	craig	np1
novel	novel	nn1|jj
nervous	nervous	jj
planned	plan	vvn
ambitious	ambitious	jj
realise	realize	vvi
Square	square	nnl1
Story	story	nn1
Culture	culture	nn1
subscribers	subscriber	nn2
middle	middle	jj
graduates	graduate	nn2
Russell	russell	np1
Follow	follow	vv0
talks	talk	nn2|vvz
faculty	faculty	nn1
cooperation	cooperation	nn1
respectful	respectful	jj
donations	donation	nn2
finished	finish	vvd
periods	period	nn2
defending	defend	vvg
suspect	suspect	nn1
picking	pick	vvg
meant	mean	vvd|vvn
Express	express	nn1
versus	versus	ii
awesome	awesome	jj
collapse	collapse	nn1
maker	maker	nn1
pupils	pupil	nn2
evolution	evolution	nn1
grade	grade	nn1
begin	begin	vv0
iron	iron	nn1
literature	literature	nn1
notes	note	nn2
sheets	sheet	nn2
legend	legend	nn1
exception	exception	nn1
Protection	protection	nn1
sorts	sort	nn2
roots	root	nn2
collective	collective	jj|nn1
aims	aim	vvz
while	while	cs|nnt1
Stewart	stewart	np1
musicians	musician	nn2
Caption	caption	nn1
humanity	humanity	nn1
returns	return	nn2
clinic	clinic	nn1
notion	notion	nn1
engineers	engineer	nn2
B.C.	bc	np1
Ferguson	ferguson	np1
Never	never	rr
eat	eat	vv0
t	t	zz1
top	top	jj
carry	carry	vv0
criminals	criminal	nn2
passed	pass	vvd
first	first	rr22
Bush	bush	np1
contain	contain	vvi
constitutional	constitutional	jj
watch	watch	vv0
eggs	egg	nn2
tone	tone	nn1
Station	station	nn1
experienced	experience	vvn
transformation	transformation	nn1
Jose	jose	np1
camps	camp	nn2
responses	response	nn2
collect	collect	vvi
spending	spending	nn1
salt	salt	nn1
hold	hold	nn1
blame	blame	vvi
Ed	ed	np1
whether	whether	csw31
chicken	chicken	nn1
Vegas	vegas	np1
recorded	record	vvn
closed	close	vvn
of	of	rr22|io
faster	fast	rrr|jjr
Comment	comment	vv0|nn1
Globe	globe	nn1
ranging	range	vvg
submitted	submit	vvn
lets	-	vvz
actively	actively	rr
gotten	get	vvn
wheel	wheel	nn1
Virginia	virginia	np1
Thus	thus	rr
neck	neck	nn1
summit	summit	nn1
fix	fix	vvi
availability	availability	nn1
conviction	conviction	nn1
assume	assume	vvi
tears	tear	nn2
satellite	satellite	nn1
Head	head	nn1
pleasure	pleasure	nn1
monitoring	monitoring	nn1|vvg
Murphy	murphy	np1
Date	date	nn1|vv0
score	score	vvi
trucks	truck	nn2
mystery	mystery	nn1
workforce	workforce	nn1
workplace	workplace	nn1
Make	make	vv0
loves	love	vvz
wing	wing	nn1
addressing	address	vvg
features	feature	vvz|nn2
Cricket	cricket	nn1
attended	attend	vvd
bond	bond	nn1
ordered	order	vvn
episodes	episode	nn2
difficulty	difficulty	nn1
favour	favour	ii32
wildlife	wildlife	nn1
liable	liable	jj
Christ	christ	np1
neighborhood	neighborhood	nn1
test	test	vvi
Queen	queen	nn1
Auckland	auckland	np1
lesson	lesson	nn1
then	then	rt|jj
reveal	reveal	vvi
describe	describe	vvi
costs	cost	vvz|nn2
Thompson	thompson	np1
migrants	migrant	nn2
killed	kill	vvd|vvn
criteria	criteria	nn2
viewed	view	vvn
Africans	african	nn2
Entertainment	entertainment	nn1
causes	cause	nn2
expressed	express	vvn
scope	scope	nn1
mentioned	mention	vvn
worked	work	vvn|vvd
horses	horse	nn2
containing	contain	vvg
schemes	scheme	nn2
fly	fly	vvi
sections	section	nn2
lying	lie	vvg
NASA	nasa	np1
III	iii	mc
Book	book	nn1
valid	valid	jj
attempting	attempt	vvg
unprecedented	unprecedented	jj
Hockey	hockey	nn1
living	living	jj|nn1
aimed	aim	vvn
confirm	confirm	vv0
Gandhi	gandhi	np1
Capital	capital	nn1
Both	both	db2|rr
Jennifer	jennifer	np1
eating	eat	vvg
talk	talk	vv0
conduct	conduct	vvi
Currently	currently	rr
earning	earn	vvg
constitution	constitution	nn1
early	early	rr
crops	crop	nn2
Using	use	vvg
charged	charge	vvn|vvd
chef	chef	nn1
Stanley	stanley	np1
whereas	whereas	cs
estimated	estimate	vvn
Northern	northern	np1
projects	project	nn2|vvz
liability	liability	nn1
increasing	increasing	jj
appeared	appear	vvd|vvn
momentum	momentum	nn1
peers	peer	nn2
deal	deal	nn1|vv0
described	describe	vvd|vvn
Harvard	harvard	np1
silver	silver	nn1|jj
crude	crude	jj
purchase	purchase	vvi
assistant	assistant	jj|nn1
scientist	scientist	nn1
however	however	rr|rrqv
Welcome	welcome	vv0|nn1
ended	end	vvn|vvd
will	will	vm|vv0
attack	attack	nn1|vv0
mark	mark	vvi
designers	designer	nn2
painting	painting	nn1
vs	vs	ii
Privacy	privacy	nn1
Studies	study	nn2
conversations	conversation	nn2
As	as	csa|rg
commissioner	commissioner	nn1
Data	data	nn
rising	rise	vvg
Arab	arab	jj|nn1
wore	wear	vvd
trailer	trailer	nn1
Libya	libya	np1
Commenter	-	nn1|np1
System	system	nn1
locally	locally	rr
so	so	rr32
Obviously	obviously	rr
cool	cool	jj
easier	easy	jjr
Nothing	nothing	pn1
Online	online	rr|jj
put	put	vvd
anxiety	anxiety	nn1
Disney	disney	np1
left	left	jj|nn1
civilians	civilian	nn2
Before	before	cs|ii
match	match	vvi
deals	deal	nn2
shared	share	vvn
assembly	assembly	nn1
Click	click	vv0|nn1
chapter	chapter	nn1
transferred	transfer	vvn
square	square	jj
innings	innings	nn
1960s	1960s	mc2
tennis	tennis	nn1
guitar	guitar	nn1
meaningful	meaningful	jj
continued	continued	jj
drinks	drink	nn2
Rob	rob	np1
Sky	sky	nn1
broken	broken	jj
teeth	tooth	nn2
Rock	rock	nn1
prefer	prefer	vv0
Galaxy	galaxy	nn1
counts	count	nn2
Bill	bill	nn1|np1
boom	boom	nn1
argue	argue	vvi
deserves	deserve	vvz
reflects	reflect	vvz
heard	hear	vvn|vvd
supporting	support	vvg
Clarke	clarke	np1
sum	sum	nn1
star	star	nn1|jj
billions	-	nno2
offered	offer	vvd
In	in	bcl21
Was	be	vbdz
suffered	suffer	vvd
middle	middle	jj|nn1
acres	acre	nnu2
stay	stay	vv0
tired	tired	jj
item	item	nn1
hub	hub	nn1
apart	apart	ii21
arrangements	arrangement	nn2
tragic	tragic	jj
Argentina	argentina	np1
Malaysian	malaysian	jj
difficulties	difficulty	nn2
least	least	rrt
Phil	phil	np1
preparation	preparation	nn1
psychological	psychological	jj
respondents	respondent	nn2
still	still	rr|jj
joke	joke	nn1
languages	language	nn2
cat	cat	nn1
Greg	greg	np1
Fox	fox	np1
Grant	grant	np1
launched	launch	vvd|vvn
Telegraph	telegraph	nn1
taxi	taxi	nn1
Bridge	bridge	nn1
firm	firm	jj|nn1
Wayne	wayne	np1
stupid	stupid	jj
IS	be	vbz
passionate	passionate	jj
unfair	unfair	jj
reliance	reliance	nn1
exist	exist	vv0
ring	ring	nn1
throw	throw	vvi
learning	learn	vvg
Colorado	colorado	np1
sheet	sheet	nn1
transparency	transparency	nn1
guide	guide	nn1
ADVERTISEMENT	advertisement	nn1
seeks	seek	vvz
states	state	nn2|vvz
execution	execution	nn1
Safety	safety	nn1
lively	lively	jj
free	free	jj|vv0
affiliate	affiliate	nn1
recover	recover	vvi
21st	21st	md
runs	run	vvz|nn2
Senator	senator	nnb
Terry	terry	np1
mandate	mandate	nn1
bacteria	bacteria	nn2
reducing	reduce	vvg
racial	racial	jj
escape	escape	vvi
renewable	renewable	jj
identifiable	identifiable	jj
Popular	popular	jj
Putin	putin	np1
abortion	abortion	nn1
describing	describe	vvg
fears	fear	nn2
dramatically	dramatically	rr
chemical	chemical	jj|nn1
Afghan	afghan	jj
soldier	soldier	nn1
legitimate	legitimate	jj
attached	attach	vvn
arrived	arrive	vvd|vvn
RCMP	rcmp	np1
punishment	punishment	nn1
stands	stand	vvz|nn2
now	now	cs21
farms	farm	nn2
corrupt	corrupt	jj
force	force	vvi
administrative	administrative	jj
legally	legally	rr
Asked	ask	vvn
Try	try	vv0
weird	weird	jj
highway	highway	nn1
thank	thank	vv0
Obama	obama	np1|nn1
hearts	heart	nn2
Awards	award	nn2
confirmed	confirm	vvd|vvn
fans	fan	nn2|vvz
perception	perception	nn1
stated	state	vvd|vvn
colleague	colleague	nn1
romantic	romantic	jj
emphasis	emphasis	nn1
rivals	rival	nn2
entrance	entrance	nn1
declared	declare	vvn
emotions	emotion	nn2
tablets	tablet	nn2
board	board	rl22
refugee	refugee	nn1
Toyota	toyota	np1
replied	reply	vvd
review	review	vvi
consensus	consensus	nn1
states	state	vvz|nn2
strict	strict	jj
veterans	veteran	nn2
straight	straight	jj
announced	announce	vvn|vvd
claims	claim	vvz|nn2
line	line	ii32
noted	note	vvn
stored	store	vvn
database	database	nn1
deadline	deadline	nn1
issued	issue	vvd|vvn
on	on	rl21
Look	look	vv0
Jane	jane	np1
check	check	vv0
Labor	labor	nn1
front	front	nn1
Space	space	nn1
gains	gain	nn2
confirmed	confirm	vvd
outcomes	outcome	nn2
support	support	vv0|nn1
Detroit	detroit	np1
capture	capture	vvi
Robin	robin	np1
sexually	sexually	rr
Therefore	therefore	rr
tens	tens	mc2
signing	sign	vvg
illegally	illegally	rr
Financial	financial	jj
Action	action	nn1
Feb.	feb	npm1
claim	claim	vv0
McDonald	mcdonald	np1
Lawrence	lawrence	np1
represent	represent	vv0
whatsoever	whatsoever	ddqv
hope	hope	vvi
Again	again	rt
profession	profession	nn1
economics	economics	nn1
date	-	jj33
rather	rather	cs21
succeed	succeed	vvi
integration	integration	nn1
e-mail	e-mail	nn1
robust	robust	jj
filled	fill	vvn
secondary	secondary	jj|nn1
headlines	headline	nn2
King	king	nn1
threw	throw	vvd
differently	differently	rr
B	b	zz1
bedroom	bedroom	nn1
rising	rise	vvg|jj
submission	submission	nn1
Oxford	oxford	np1
needs	need	nn2|vvz
voices	voice	nn2
control	control	nn1|vv0
increasing	increase	vvg
boyfriend	boyfriend	nn1
boats	boat	nn2
racism	racism	nn1
Street	street	nn1
narrow	narrow	jj
corporations	corporation	nn2
sophisticated	sophisticated	jj
Aug.	aug	npm1
YouTube	youtube	np1
Rio	rio	np1
disclosure	disclosure	nn1
Earlier	early	rrr
formed	form	vvn
odds	odds	nn2
performed	perform	vvn
municipal	municipal	jj
toll	toll	nn1
indigenous	indigenous	jj
trusted	trusted	jj
export	export	nn1
nowhere	nowhere	rl
examination	examination	nn1
handed	hand	vvn
shame	shame	nn1
OF	of	io
reserve	reserve	vv0
measure	measure	vvi
impacts	impact	nn2
witnesses	witness	nn2
Freedom	freedom	nn1
topics	topic	nn2
sisters	sister	nn2
as	as	ii
continuing	continue	vvg|jj
petrol	petrol	nn1
sole	sole	jj
careers	career	nn2
researcher	researcher	nn1
end	end	vv0
fund	fund	vvi
registered	register	vvn
engineer	engineer	nn1
refused	refuse	vvd
bail	bail	nn1
na	na	to
beef	beef	nn1
most	most	dat|rgt
paid	pay	vvn|vvd
explosion	explosion	nn1
wealthy	wealthy	jj
win	win	vv0
considered	consider	vvn|vvd
taxpayers	taxpayer	nn2
Estate	estate	nn1
yellow	yellow	jj
passed	pass	vvd|vvn
railway	railway	nn1
Fame	fame	nn1
uniquely	uniquely	rr
discipline	discipline	nn1
achievements	achievement	nn2
resulting	result	vvg
named	name	vvd
Gallery	gallery	nn1
stunning	stunning	jj
unclear	unclear	jj
securities	security	nn2
parliamentary	parliamentary	jj
host	host	vvi
Jon	jon	np1
suitable	suitable	jj
suspects	suspect	nn2
learning	learn	vvg|nn1
lab	lab	nn1
personalise	personalise	vvi
Stars	star	nn2
seek	seek	vv0
genre	genre	nn1
Palace	palace	nn1
Bay	bay	nn1|jj
mum	mum	nn1
Las	la	np1
bomb	bomb	nn1
duo	duo	nn1
obtain	obtain	vvi
Memorial	memorial	nn1
glad	glad	jj
Sweden	sweden	np1
solely	solely	rr
plate	plate	nn1
breakfast	breakfast	nn1
followed	follow	vvd|vvn
addresses	address	vvz|nn2
u	u	zz1
adequate	adequate	jj
Neil	neil	np1
finish	finish	nn1
buses	bus	nn2
Internet	internet	nn1
closure	closure	nn1
borders	border	nn2
reads	read	vvz
further	far	rrr|jjr
closer	close	rrr|jjr
easier	easy	jjr|rrr
need	need	vm
subsequently	subsequently	rr
Join	join	vv0
consecutive	consecutive	jj
sound	sound	vvi
Maria	maria	np1
release	release	nn1|vv0
ships	ship	nn2
obtained	obtain	vvn
Diego	diego	np1
speaker	speaker	nn1
comfort	comfort	nn1
adoption	adoption	nn1
laid	lay	vvn
Love	love	nn1
fault	fault	nn1
FBI	fbi	np1
meanwhile	meanwhile	rr
offences	offence	nn2
routes	route	nn2
Securities	security	nn2
unexpected	unexpected	jj
Medicine	medicine	nn1
Moreover	moreover	rr
bird	bird	nn1
salaries	salary	nn2
statistical	statistical	jj
tackle	tackle	vvi
banned	ban	vvn
adventure	adventure	nn1
carries	carry	vvz
encouraged	encourage	vvn
commander	commander	nn1
verdict	verdict	nn1
Country	country	nn1
likely	likely	rr|jj
coach	coach	nn1|vv0
inner	inner	jj
treatments	treatment	nn2
lake	lake	nn1
cheese	cheese	nn1
teenage	teenage	jj
lands	land	nn2
improved	improved	jj
influential	influential	jj
decide	decide	vv0
spectacular	spectacular	jj
win	win	nn1|vv0
moved	move	vvd|vvn
ridiculous	ridiculous	jj
flood	flood	nn1
warned	warn	vvn
shoot	shoot	vvi
fighter	fighter	nn1
another	another	ppx122
Dutch	dutch	jj
one	one	ppx121
brutal	brutal	jj
paintings	painting	nn2
Berlin	berlin	np1
accused	accused	jj
populations	population	nn2
posted	post	vvd
sample	sample	nn1
recall	recall	vvi
blocks	block	nn2
registered	registered	jj
digitally	digitally	rr
label	label	nn1
deemed	deem	vvn
promoting	promote	vvg
cold	cold	jj|nn1
podcasts	podcast	nn2
meaning	mean	vvg
submit	submit	vvi
Child	child	nn1
informed	inform	vvn
modest	modest	jj
mutual	mutual	jj
letting	let	vvg
courtesy	courtesy	nn1
symbol	symbol	nn1
helped	help	vvd|vvn
accommodation	accommodation	nn1
km	km	nnu
Mars	mars	np1
equality	equality	nn1
planning	planning	nn1|vvg
After	after	cs
Looking	look	vvg
points	point	vvz|nn2
Robinson	robinson	np1
boards	board	nn2
manufacturer	manufacturer	nn1
Soviet	soviet	jj
More	more	rrr|dar
damages	damage	nn2
Mitchell	mitchell	np1
occurred	occur	vvd
overwhelming	overwhelming	jj
Barry	barry	np1
10%	10%	m
chest	chest	nn1
painful	painful	jj
multiple	multiple	jj
Georgia	georgia	np1
pointing	point	vvg
meets	meet	vvz
Tokyo	tokyo	np1
flowers	flower	nn2
signature	signature	nn1
potential	potential	nn1
complicated	complicated	jj
Forum	forum	nn1
based	base	vvn|vvd
announce	announce	vvi
editors	editor	nn2
Age	age	nn1
emerged	emerge	vvd
sand	sand	nn1
chemicals	chemical	nn2
rally	rally	nn1
excitement	excitement	nn1
server	server	nn1
happened	happen	vvd|vvn
shirt	shirt	nn1
license	license	nn1
politician	politician	nn1
spots	spot	nn2
So	so	cs|rr
Durban	durban	np1
sheer	sheer	jj
Amazon	amazon	np1
bread	bread	nn1
appearances	appearance	nn2
trillion	trillion	nno
rebels	rebel	nn2
sent	send	vvn|vvd
kept	keep	vvd|vvn
Back	back	nn1|rp
starting	starting	nn1
margin	margin	nn1
standard	standard	nn1
NDP	ndp	np1
mechanism	mechanism	nn1
Twitter	twitter	nn1|vv0
knee	knee	nn1
applied	apply	vvn
sought	seek	vvn
Based	base	vvn
fail	fail	vv0
substance	substance	nn1
functions	function	nn2
Iranian	iranian	jj
adopted	adopt	vvn
Miami	miami	np1
sanctions	sanction	nn2
transmission	transmission	nn1
For	for	if|cs
intelligent	intelligent	jj
concerns	concern	nn2|vvz
Independent	independent	jj|nn1
Albert	albert	np1
pays	pay	vvz
performing	perform	vvg
NHS	nhs	np1
unfortunately	unfortunately	rr
looked	look	vvn
Summer	summer	nnt1
reserves	reserve	nn2
celebrations	celebration	nn2
donors	donor	nn2
Watson	watson	np1
demand	demand	nn1|vv0
suffer	suffer	vvi
formation	formation	nn1
rough	rough	jj
Guidelines	guideline	nn2
driving	drive	vvg|jj
stream	stream	nn1
disclose	disclose	vvi
witness	witness	nn1
conspiracy	conspiracy	nn1
agreed	agree	vvd|vvn
silence	silence	nn1
unfortunate	unfortunate	jj
proportion	proportion	nn1
Anne	anne	np1
Wright	wright	np1
subscriber	subscriber	nn1
settle	settle	vvi
combined	combined	jj
Hide	hide	vv0
graphics	graphic	nn
auto	auto	nn1
Bank	bank	nn1|np1
sets	set	vvz
Donald	donald	np1
fascinating	fascinating	jj
politically	politically	rr
mandatory	mandatory	jj
express	express	vvi
Nova	nova	np1
Mandela	mandela	np1
earlier	early	rrr|jjr
reject	reject	vvi
Bangalore	bangalore	np1
Duke	duke	nn1
well-known	well-known	jj
conservative	conservative	jj|nn1
outdoor	outdoor	jj
Channel	channel	nn1
uncertainty	uncertainty	nn1
engines	engine	nn2
100%	100%	m
hard	hard	rr
net	net	nn1|jj
written	written	jj
either	either	dd1
speculation	speculation	nn1
Shah	shah	np1
greatly	greatly	rr
near	near	jj
forcing	force	vvg
Airlines	airline	nn2
Peace	peace	nn1
selling	sell	vvg|nn1
Click	click	vv0
dividend	dividend	nn1
format	format	nn1
inspire	inspire	vv0
prosecutors	prosecutor	nn2
like	like	ii|cs
care	care	nn1|vv0
enemies	enemy	nn2
Anyone	anyone	pn1
looked	look	vvd|vvn
chronic	chronic	jj
holidays	holiday	nn2
temple	temple	nn1
look	look	nn1|vv0
Until	until	cs
hence	hence	rr
left	leave	vvn|jj
Capital	capital	nn1|jj
monitor	monitor	vvi
Companies	company	nn2
boxes	box	nn2
helpful	helpful	jj
Abbott	abbott	np1
felt	feel	vvn
gym	gym	nn1
Highway	highway	nn1
related	related	jj
singing	sing	vvg
string	string	nn1
surprisingly	surprisingly	rr
Jimmy	jimmy	np1
played	play	vvn|vvd
midfielder	midfielder	nn1
Kerry	kerry	np1
Ahmed	ahmed	np1
alternative	alternative	nn1|jj
Swiss	swiss	jj
farmer	farmer	nn1
Magazine	magazine	nn1
helicopter	helicopter	nn1
most	most	rrt|dat
Max	maximum	np1
50%	50%	m
finished	finish	vvn
publisher	publisher	nn1
imports	import	nn2
survivors	survivor	nn2
admit	admit	vvi
bit	bit	rr22|nn1
with	with	ii31
Arctic	arctic	jj
behind	behind	rl
requests	request	nn2
healthier	healthy	jjr
white	white	jj|nn1
centers	center	nn2
Members	member	nn2
judicial	judicial	jj
Way	way	nn1
strengthen	strengthen	vvi
Local	local	jj|nn1
moderators	moderator	nn2
Tanzania	tanzania	np1
build	build	vv0
overseas	overseas	jj
furniture	furniture	nn1
lowest	low	jjt
nose	nose	nn1
outfit	outfit	nn1
How	how	rgq
holes	hole	nn2
bonus	bonus	nn1
commit	commit	vvi
universal	universal	jj
timing	timing	nn1
taught	teach	vvn
sustainability	sustainability	nn1
Ray	ray	np1
changes	change	nn2|vvz
silent	silent	jj
classroom	classroom	nn1
to	to	jj32
motor	motor	nn1
Heritage	heritage	nn1
expressed	express	vvn|vvd
reached	reach	vvd|vvn
charge	charge	ii32
Dec	-	npm1
fails	fail	vvz
Kashmir	kashmir	np1
Dubai	dubai	np1
Researchers	researcher	nn2
up	up	jj31
changed	change	vvd|vvn
fixed	fixed	jj
convince	convince	vvi
sold	sell	vvd
races	race	nn2
shelter	shelter	nn1
Program	program	nn1
smile	smile	nn1
serve	serve	vv0
insists	insist	vvz
costs	cost	vvz
Newcastle	newcastle	np1
right-hand	right-hand	jj
Daily	daily	jj
resident	resident	nn1
reached	reach	vvd
King	king	nn1|np1
step	step	nn1|vv0
NSW	nsw	np1
Ken	ken	np1
Adams	adams	np1
stance	stance	nn1
premises	premise	nn2
produces	produce	vvz
courage	courage	nn1
citing	cite	vvg
cents	cent	nnu2
provided	provide	vvn|vvd
Earlier	early	rrr|jjr
determination	determination	nn1
dedicated	dedicated	jj
teen	teen	nn1
bottom	bottom	jj|nn1
surprised	surprised	jj|vvn
funded	fund	vvn
inevitable	inevitable	jj
heroes	hero	nn2
will	will	vm|nn1
admitted	admit	vvn
set	set	vv0|vvd
generous	generous	jj
wars	war	nn2
emails	e-mail	nn2
focuses	focus	vvz
tank	tank	nn1
second	second	nnt1
explained	explain	vvd|vvn
Netherlands	netherlands	np1
secret	secret	jj|nn1
diagnosed	diagnose	vvn
Philip	philip	np1
Area	area	nn1
Sport	sport	nn1
service	service	nn1|vv0
affects	affect	vvz
BMW	bmw	np1
surrounding	surround	vvg
Houston	houston	np1
Region	region	nn1
Windsor	windsor	np1
Scotia	scotia	np1
call	call	nn1|vv0
St.	st	nnl1
improved	improve	vvn
housing	housing	nn1|vvg
believed	believe	vvd|vvn
19th	19th	md
celebrities	celebrity	nn2
creativity	creativity	nn1
Mexican	mexican	jj
bottles	bottle	nn2
relates	relate	vvz
fatal	fatal	jj
wireless	wireless	nn1
fighting	fight	vvg|nn1
dairy	dairy	nn1
defeat	defeat	nn1
naked	naked	jj
thin	thin	jj
Nigerians	nigerian	nn2
Halifax	halifax	np1
shoulder	shoulder	nn1
reading	read	vvg|nn1
cooking	cook	vvg|nn1
destroyed	destroy	vvn
exports	export	nn2
captured	capture	vvn
offended	offend	vvn
Evans	evans	np1
artistic	artistic	jj
transit	transit	nn1
celebrating	celebrate	vvg
Whatever	whatever	ddqv
head	head	nn1|jj
harm	harm	nn1
occur	occur	vvi
diagnosis	diagnosis	nn1
Limerick	limerick	np1
telephone	telephone	nn1
cream	cream	nn1
moon	moon	nn1
outlook	outlook	nn1
defender	defender	nn1
running	run	vvg|nn1
finals	final	nn2
die	die	vv0
warned	warn	vvd
entity	entity	nn1
spam	spam	nn1
deserve	deserve	vv0
protein	protein	nn1
bone	bone	nn1
claims	claim	nn2|vvz
fantasy	fantasy	nn1
Margaret	margaret	np1
reminder	reminder	nn1
dominant	dominant	jj
10th	10th	md
writing	writing	nn1|vvg
boundaries	boundary	nn2
Walker	walker	np1
targeted	target	vvn
Holy	holy	jj
accessed	access	vvn
raises	raise	vvz
Mondaq	-	np1
utility	utility	nn1
ties	tie	nn2
returned	return	vvn|vvd
Commonwealth	commonwealth	nn1
teens	teen	nn2
sleep	sleep	vvi
dressed	dress	vvn
photograph	photograph	nn1
commodity	commodity	nn1
form	form	nn1|vv0
arrests	arrest	nn2
marine	marine	jj
speakers	speaker	nn2
finger	finger	nn1
premium	premium	jj|nn1
pushed	push	vvn
Class	class	nn1
Road	road	nn1
vessel	vessel	nn1
notable	notable	jj
including	include	vvg|ii
Explorer	explorer	nn1
testimony	testimony	nn1
FC	fc	np1
acquired	acquire	vvn
suffering	suffer	vvg
prestigious	prestigious	jj
takeover	takeover	nn1
Attorney	attorney	nn1
intellectual	intellectual	jj|nn1
Chrome	chrome	nn1
GM	gm	np1
Local	local	nn1|jj
photography	photography	nn1
graduate	graduate	nn1
frequent	frequent	jj
killed	kill	vvn|vvd
safe	safe	jj|nn1
commentary	commentary	nn1
Island	island	nn1
mind	mind	vvi
tasks	task	nn2
risen	rise	vvn
Within	within	ii
Collins	collins	np1
adhere	adhere	vv0
Lady	lady	nnb
bold	bold	jj
demanding	demand	vvg
i.e.	ie	rex
tower	tower	nn1
searching	search	vvg
